ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
使用青铜龙旗帜玩具,在巨龙群岛使用青铜龙旗帜玩具。,492,151369,50,0,0
使用青铜竞速者的旌旗玩具并对诺兹多姆使用表情/招手（/wave）,使用青铜竞速者的旌旗玩具并对瓦德拉肯的诺兹多姆使用表情/招手（/wave）。,493,151372,50,0,0
使用永恒沙漏玩具,在巨龙群岛的时光流汇使用永恒沙漏玩具。,494,151374,50,0,0
对青铜时光守护者助理使用表情/强壮（/flex）,对青铜时光守护者助理使用表情/强壮（/flex）,495,151392,25,0,0
在希利苏斯赢得5场宠物战斗,,496,151396,100,0,0
在驭龙术竞速时使用青铜计时器。,,497,151400,25,0,0
甲虫的召唤：消灭一只巨甲虫,{EventStartDate}到{EventEndDate}期间，在希利苏斯消灭一只巨甲虫。,498,151404,50,0,-10
甲虫的召唤：在每个异种蝎巢消灭一只巨甲虫,{EventStartDate}到{EventEndDate}期间，在希利苏斯的每个异种蝎巢消灭一只巨甲虫。,499,151408,100,0,-11
甲虫的召唤: 向一名对立阵营的玩家使用表情/嘲讽（/taunt）,{EventStartDate}到{EventEndDate}期间，在希利苏斯向一名对立阵营的玩家使用表情/嘲讽（/taunt）。,500,151412,25,0,-9
外域杯：完成5个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在外域与青铜时光守护者谈话。,501,151414,100,0,0
外域杯：完成10个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在外域与青铜时光守护者谈话。,502,151416,150,501,0
外域杯：完成20个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在外域与青铜时光守护者谈话。,503,151418,200,502,0
最终涌动：完成“巨龙时代”地下城,{EventStartDate}到{EventEndDate}期间，完成“巨龙时代”地下城。,504,151511,150,0,0
暗月马戏团：在1次街机游戏中获胜,9月1日到9月7日期间，在暗月岛的下列街机游戏中获胜1次。,505,151640,50,0,0
暗月马戏团：在5次街机游戏中获胜,9月1日到9月7日期间，在暗月岛的下列街机游戏中获胜5次。,506,151642,100,505,0
在翡翠梦境赢得5场宠物对战,,507,151646,100,0,0
提升职业等级,给任意角色升级。,508,151650,100,0,0
在阿梅达希尔使用表情/考虑（/ponder）,在翡翠梦境的阿梅达希尔使用表情/考虑（/ponder）。,509,151652,25,0,0
在翡翠梦境消灭生物,在巨龙群岛的翡翠梦境中消灭可以提供经验值的生物。,510,151658,100,0,0
完成“时间大冒险家”故事线,在索德拉苏斯的时光流汇处与诺兹多姆谈一谈，开始任务“坠越时间”。,511,151660,200,0,0
暗月马戏团：在暗月岛使用暗月永久烟火玩具,1月7日到1月13日期间，在暗月岛使用暗月永久烟火玩具。,512,151686,25,0,0
在翡翠梦境消灭玩家,,513,151688,50,0,0
甲虫的召唤：完成“水晶尘”,{EventStartDate}到{EventEndDate}期间，在希利苏斯完成世界任务“水晶尘”。,514,151833,50,0,-5
甲虫的召唤：捐献战争物资,{EventStartDate}到{EventEndDate}期间， 为希利苏斯的战事捐献战争武器3次。,515,151923,100,0,-6
完成青铜龙崽任务,在瓦德拉肯的幼鳞日托所完成青铜龙崽任务。,516,151957,100,0,0
使用静滞砂砾玩具,在巨龙群岛的时光流汇使用静滞砂砾玩具。,517,151982,50,0,0
完成1个追随者地下城,,518,152017,50,0,0
完成5个追随者地下城,,519,152023,150,518,0
完成“收复吉尔尼斯”故事线,与暴风城的吉恩·格雷迈恩谈一谈，或者和银松森林的佳莉娅·米奈希尔谈一谈，开始进行这个故事线。,520,153375,150,0,0
完成5个艾泽拉斯档案馆世界任务,在巨龙群岛完成艾泽拉斯档案馆世界任务。,521,153597,50,0,0
完成15个艾泽拉斯档案馆世界任务,在巨龙群岛完成艾泽拉斯档案馆世界任务。,522,153609,150,521,0
对供给商阿丽丝塔使用表情/招手（/wave）,对艾杰斯亚学院的供给商阿丽丝塔使用表情/招手（/wave）。,523,153611,50,0,0
完成1个艾泽拉斯档案馆盛大发掘,在巨龙群岛完成一个艾泽拉斯档案馆盛大发掘。,524,153632,50,0,0
完成5个艾泽拉斯档案馆盛大发掘,在巨龙群岛完成艾泽拉斯档案馆盛大发掘。,525,153634,150,524,0
用一只可爱的宠物赢得一场宠物对战,用觅心蛾、小匹德菲特或爱情鸟雏鸟赢得一场宠物对战。,526,154011,50,0,0
用全部三只可爱的宠物赢得一场宠物对战,用觅心蛾、小匹德菲特和爱情鸟雏鸟赢得一场宠物对战。,527,154013,100,526,0
获得10点专业知识点数,获得任意制造或采集专业的巨龙群岛知识。,528,154015,50,0,0
获得25点专业知识点数,获得任意制造或采集专业的巨龙群岛知识。,529,154027,100,528,0
在战争模式下完成15个世界任务,,530,154039,50,0,0
巨龙群岛炼金：新的发现,以炼金师的身份，通过实验发现一个新的巨龙群岛配方。,531,154041,50,0,0
“巨龙时代”场景战役取样,完成一个时光裂隙、社区盛宴以及超然盛放事件。,532,154043,100,0,0
情人节：完成所有6个日常任务,{EventStartDate}到{EventEndDate}期间，完成下列所有日常任务：,533,154051,100,0,0
情人节：完成皇冠药剂公司故事线,{EventStartDate}到{EventEndDate}期间，完成下列所有任务：,534,154061,100,0,0
情人节：捐助工匠商盟,{EventStartDate}到{EventEndDate}期间，在馈赠盛典向工匠商盟捐助巨款。,535,154065,25,0,0
情人节：真正的释然,{EventStartDate}到{EventEndDate}期间，在任务“释然之礼”中攻击假人并叠加250层排遣纷扰。,536,154067,50,0,0
情人节：对玩家抛洒玫瑰花瓣,{EventStartDate}到{EventEndDate}期间， 对下列每个职业抛洒一堆玫瑰花瓣：,537,154069,50,0,0
情人节：戴着玫瑰，发射粉色耀焰,{EventStartDate}到{EventEndDate}期间，戴着馈赠盛典的某种颜色的玫瑰，发射5发粉色耀焰。,538,154083,25,0,0
情人节：爱自己,{EventStartDate}到{EventEndDate}期间，通过三种不同的方式完成自我护理。,539,154085,100,0,0
春节：完成“月光守护”任务,{EventStartDate}到{EventEndDate}期间，与月光林地的迈瑞尔·月华谈一谈，开始进行任务。,540,154089,50,0,0
春节：收集一块长者的月亮石,{EventStartDate}到{EventEndDate}期间，在艾泽拉斯各地长者赠送的红包中找到一块长者的月亮石。,541,154091,50,0,0
春节：收集10块长者的月亮石,{EventStartDate}到{EventEndDate}期间，在艾泽拉斯各地长者赠送的红包中找到10块长者的月亮石。,542,154093,150,541,0
春节：吃下一个饺子并点燃春节烟花,{EventStartDate}到{EventEndDate}期间，吃下一个节庆饺子并点燃一个春节爆竹。,543,154095,25,0,0
暗月马戏团：在1次街机游戏中获胜,10月6日到10月12日期间，在暗月岛的下列街机游戏中获胜1次。,544,154101,50,0,0
暗月马戏团：在5次街机游戏中获胜,10月6日到10月12日期间，在暗月岛的下列街机游戏中获胜5次。,545,154105,100,544,0
以每个职责完成追随者地下城,以坦克、治疗者和伤害输出者的职责完成追随者地下城。,546,154140,100,0,0
以牧师、萨满祭司或德鲁伊的身份提升10级。,,547,154146,100,0,0
重新点燃玛卓克萨斯的火盆。,完成玛卓克萨斯的世界任务“勇士的号召”。,548,154148,25,0,0
商栈周年纪念：从商栈购买一款新的幻化,,549,154150,25,0,0
商栈周年纪念：又有新玩具啦,使用一个去年商栈的目录里的玩具：,550,154152,25,0,0
商栈周年纪念：使用商栈宠物赢得宠物对战,使用至少一只去年商栈目录里的宠物赢得宠物对战。,551,154156,50,0,0
商栈周年纪念：吃喝舞蹈，快乐欢庆,品尝地精杂烩，并使用跳舞球玩具。,552,154158,25,0,0
情人节：景区野餐,{EventStartDate}到{EventEndDate}期间，在景区传送门提供的每个地点分享一次浪漫午餐篮。,553,154162,50,0,0
主持灰烬王庭,以温西尔盟约成员的身份与堕罪堡的工头平指交谈，解锁灰烬王庭。,554,154196,50,0,0
主持5次灰烬王庭,以温西尔盟约成员的身份与堕罪堡的工头平指交谈，解锁灰烬王庭。,555,154198,100,554,0
带着一顶冠冕、礼帽或单片眼镜来拍一张自拍,与暴风城的阿丽尔·闪拍或奥格瑞玛的薇薇卡·星镜谈一谈，获得一个自拍神器。,556,154204,25,0,0
文明礼貌,享用下列茶水：,557,154206,50,0,0
在苏拉玛完成任务,,558,154214,100,0,0
以时髦得令对手无地自容的打扮赢得决斗,带着一顶冠冕、礼帽或单片眼镜，在决斗中击败另一名玩家。,559,154218,25,0,0
以时髦得令对手无地自容的打扮赢得5场决斗,带着一顶冠冕、礼帽或单片眼镜，在决斗中击败其他玩家。,560,154220,50,559,0
向你的竞技场对手/鞠躬（/bow）,,561,154222,25,0,0
头等舱旅客,在飞行管理员和其他交通运输服务中总共花费25枚金币。,562,154224,25,0,0
制造|A:Professions-Icon-Quality-Tier3-Small:16:16|a“巨龙时代”宝石,,563,154226,50,0,0
钓到一枚群岛硬币,,564,154228,50,0,0
以术士、法师或圣骑士的身份提升10级。,,565,154233,100,0,0
使用3只人形宠物赢得一场PvP宠物对战,,566,154235,75,0,0
品尝红玉盛宴的高端佳肴,品尝瓦德拉肯的红玉盛宴的5道菜肴。,567,154237,25,0,0
完成卡拉赞的象棋事件,,568,154258,75,0,0
/赞许（/magnificent）你的地下城追随者,在一个追随者地下城里对一名追随者使用表情/赞许（/magnificent）。,569,154260,25,0,0
穿上全套礼服从艾杰斯亚学院毕业。,穿着礼服夹克、衬衫和长裤击败多拉苟萨的回响。,570,154262,50,0,0
对群星庭院的奢华的贵族/鞠躬（/Bow）或 /屈膝（/Curtsey）,,571,154264,25,0,0
暗月马戏团：购买贵族服装或穿着贵族服装使用表情/强壮（/flex）,在3/3到3/9期间，从切斯特处购买一件贵族时装，或者穿着整套贵族服装对他使用表情/强壮（/flex）,572,154267,75,0,0
“炉石传说”10周年：击败威兹班,{EventStartDate}到{EventEndDate}期间，在暴风城、奥格瑞玛或瓦德拉肯击败威兹班。,573,154270,25,0,0
“炉石传说”10周年：击败威兹班5次,{EventStartDate}到{EventEndDate}期间，在暴风城、奥格瑞玛或瓦德拉肯击败威兹班。,574,154272,50,573,0
“炉石传说”10周年：击败威兹班15次,{EventStartDate}到{EventEndDate}期间，在暴风城、奥格瑞玛或瓦德拉肯击败威兹班。,575,154274,100,574,0
暗月马戏团：占卜你的命运,3/3到3/9期间，从暗月岛的塞格获得一次占卜结果。,576,154288,25,0,0
诺森德杯：完成5个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在诺森德与青铜时光守护者谈话。,577,156751,100,0,0
诺森德杯：完成10个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在诺森德与青铜时光守护者谈话。,578,156753,150,577,0
诺森德杯：完成20个驭龙竞速赛道,{EventStartDate}到{EventEndDate}期间，在诺森德与青铜时光守护者谈话。,579,156755,200,578,0
复活节：完成2个日常任务,{EventStartDate}到{EventEndDate}期间，完成复活节日常任务。,580,156760,50,0,0
复活节：完成6个日常任务,{EventStartDate}到{EventEndDate}期间，完成复活节日常任务。,581,156762,50,580,0
复活节：完成鸭子故事线,{EventStartDate}到{EventEndDate}期间，与闪金镇的姬尼娅·布鲁克斯或剃刀岭的西尔娜莉亚·游焰交谈以开启故事线。,582,156764,50,0,0
复活节：击败戴坦·迅羽,{EventStartDate}到{EventEndDate}期间，击败戴坦·迅羽。,583,156801,50,0,0
复活节：完成12个日常任务,{EventStartDate}到{EventEndDate}期间，完成复活节日常任务。,584,156777,50,581,0
复活节：穿戴春季狂欢者系列服饰完成一个“巨龙时代”地下城,{EventStartDate}到{EventEndDate}期间，在穿戴一件春季狂欢者的礼服、春季狂欢者的遮阳帽或春季狂欢者的服饰时完成一个巨龙时代地下城。,585,156779,50,0,0
伪装成蓟叶林精时对守卫做出/小鸡表情,在受到蓟叶树枝影响时，对一名暴风城守卫或奥格瑞玛步兵做出/小鸡表情。,586,156856,100,0,-40
暗月马戏团：获得5张暗月奖券,5月5日到5月11日期间，在暗月马戏团获得暗月奖券。,588,156858,75,0,0
暗月马戏团：完成实力检测,5月5日到5月11日期间，在暗月岛上完成“实力检测”任务。,589,156861,125,0,0
暗月马戏团：击败驯宠大师,5月5日到5月11日期间，在暗月岛击败驯宠大师。,590,156864,75,0,0
德莱尼：完成传承护甲任务线,以德莱尼的身份完成以下传承护甲任务：,591,156867,100,0,0
暗矛巨魔：完成传承护甲任务线,以暗矛巨魔的身份完成以下传承护甲任务：,592,156884,100,0,0
完成追猎先驱任务线,完成以下任务：,593,156908,100,0,0
潘达利亚：幻境新生：完成5个日常任务,以一名时空奔行者的身份完成日常任务。,594,156978,50,0,0
潘达利亚：幻境新生：完成10个日常任务,以一名时空奔行者的身份完成日常任务。,595,156982,50,594,0
潘达利亚：幻境新生：完成20个日常任务,以一名时空奔行者的身份完成日常任务。,596,156984,100,595,0
潘达利亚：幻境新生：获得1000青铜,以一名时空奔行者的身份获得青铜。,597,157016,50,0,0
潘达利亚：幻境新生：获得12000青铜,以一名时空奔行者的身份获得青铜。,598,157018,150,597,0
潘达利亚：幻境新生：获得25000青铜,以一名时空奔行者的身份获得青铜。,599,157020,150,598,0
潘达利亚：幻境新生：完成永恒龙战役,完成以下任务：,600,157022,50,0,0
潘达利亚：幻境新生：职业等级提升10级,给任意时空奔行角色升级。,601,157029,50,0,0
潘达利亚：幻境新生：职业等级提升30级,给任意时空奔行角色升级。,602,157035,100,601,0
潘达利亚：幻境新生：升级2件物品,,603,157037,50,0,0
潘达利亚：幻境新生：升级5件物品,,604,157039,50,603,0
消灭10个“巨龙时代”团队副本首领,,605,0,200,0,0
在卡兹阿加完成一个PvP世界任务,,606,157127,100,0,0
在卡兹阿加获得声望,,607,157129,70,0,0
最终涌动：完成“地心之战”地下城,{EventStartDate}到{EventEndDate}期间，完成“地心之战”地下城。,608,157138,150,0,0
完成5个地下堡,,609,157151,50,645,0
在泰洛古斯裂隙对魔导师乌布里克/招手,对泰洛古斯裂隙的魔导师乌布里克使用/招手表情,610,157200,50,0,0
完成探寻真我故事线,完成以下任务：,611,157202,200,0,0
暗月马戏团：在暗月岛钓起物品,6月2日到6月8日期间，在暗月岛钓起物品,612,157210,75,0,0
在千针石林或荆棘谷海角通过掠地滑翔恢复精力,,613,157212,100,0,0
在瓦德拉肯使用钓鱼椅和五彩斑斓的海滩椅,在瓦德拉肯使用钓鱼椅和五彩斑斓的海滩椅玩具,614,157262,75,0,0
暗月马戏团：试用罗纳·绿齿的“商品”,7月7日到7月13日期间，使用罗纳·绿齿的食物和商品。,616,157305,50,0,0
暗月马戏团：与跳舞熊科林/跳舞（/dance）,7月7日到7月13日期间，对暗月岛的跳舞熊科林使用/跳舞表情,617,157309,50,0,0
潘达利亚：幻境新生：在翡翠林的伊特努丝身旁/坐下,以一名时空奔行者的身份，对翡翠林的伊特努丝使用/坐下表情。,618,157311,50,0,0
潘达利亚：幻境新生：完成3个场景战役、地下城或团队副本,,619,157316,100,0,0
仲夏火焰节：完成2个日常任务,{EventStartDate}到{EventEndDate}期间，完成仲夏火焰节日常任务。,620,157507,50,0,0
仲夏火焰节：完成5个日常任务,{EventStartDate}到{EventEndDate}期间，完成仲夏火焰节日常任务。,621,157519,50,620,0
仲夏火焰节：完成7个日常任务,{EventStartDate}到{EventEndDate}期间，完成仲夏火焰节日常任务。,622,157531,50,621,0
变得极致湿透,被X极水波爆裂枪连续多次冲击。,623,157543,75,0,0
成为X极水波爆裂枪大师,使用X极水波爆裂枪连续多次冲击他人。,624,157635,75,0,0
打开兹斯克拉宝库里的门,使用兹斯克拉宝库钥匙打开兹斯克拉宝库里的门。,625,157668,100,0,0
在鼹鼠人洞穴拾取宝箱,在查拉雷克洞窟和一名鼹鼠人伙伴一起探索洞穴时拾取宝箱。,626,157670,75,0,0
在研究员遇袭事件中消灭生物,在查拉雷克洞窟的德雷卡泽拉废墟的研究员遇袭事件中消灭生物。,627,157673,75,0,0
暗月马戏团：骑乘摇摇虎,8月4日至8月10日期间，在暗月岛上骑乘摇摇虎。,628,161823,50,0,0
暗月马戏团：骑乘暗月陆行鸟,8月4日至8月10日期间，在暗月岛上骑乘暗月陆行鸟。,629,161825,50,0,0
体验一个“巨龙时代”场景战役,完成时光裂隙、社区盛宴或超然盛放事件。,630,161830,75,0,0
潘达利亚：幻境新生：向派萨苟鲁斯秀出/强壮,与时空奔行者一起对派萨苟鲁斯做出/强壮表情,631,161837,25,0,0
光耀回响：收集100残忆,从艾泽拉斯各地的光耀回响中收集残忆。,632,163091,100,0,0
光耀回响：收集1000残忆,从艾泽拉斯各地的光耀回响中收集残忆。,633,163093,100,632,0
光耀回响：收集5000残忆,从艾泽拉斯各地的光耀回响中收集残忆。,634,163095,100,633,0
光耀回响：收集10000残忆,从艾泽拉斯各地的光耀回响中收集残忆。,635,163097,100,634,0
光耀回响：击败1个光耀回忆,击败艾泽拉斯各地的光耀回忆。,636,163101,100,0,0
光耀回响：击败5个光耀回忆,击败艾泽拉斯各地的光耀回忆。,637,163103,100,636,0
光耀回响：击败10个光耀回忆,击败艾泽拉斯各地的光耀回忆。,638,163105,100,637,0
光耀回响：击败15个光耀回忆,击败艾泽拉斯各地的光耀回忆。,639,163107,150,638,0
光耀回响：击败旧忆炎魔之王,,640,163109,150,0,0
光耀回响：击败旧忆奥妮克希亚,,641,163111,150,0,0
光耀回响：击败旧忆巫妖王,,642,163113,150,0,0
,,643,0,150,0,0
在卡兹阿加击败宠物训练师,在卡兹阿加击败2名宠物训练师。,644,163885,100,0,0
完成一个地下堡,,645,163960,50,0,0
完成10个地下堡,,646,163962,50,609,0
击败卡兹阿加精英宠物,击败2个卡兹阿加精英宠物,647,163967,100,0,0
捕捉一只优秀品质的战斗宠物,在卡兹阿加捕捉一只优秀品质的战斗宠物。,648,163972,50,0,0
捕捉一只晦幽聚合体战斗宠物,在陨圣峪捕捉晦幽聚合体。,649,163976,100,0,0
完成一场剧场巡演,在卡兹阿加完成一场剧场巡演。,650,163978,50,0,0
完成5场剧场巡演,在卡兹阿加完成剧场巡演。,651,163980,50,650,0
完成10场剧场巡演,在卡兹阿加完成剧场巡演。,652,163982,50,651,0
对舞台监督修博塔/鞠躬,在多恩岛的榭台对舞台监督修博塔使用/鞠躬表情。,653,163997,30,0,0
对剧场巡演演员/鞠躬,在多恩岛的榭台对艾尔玛、文戴琳、拉巴恩和波克霍特使用/鞠躬表情。,654,163999,30,0,0
完成所有剧场巡演,在卡兹阿加完成所有剧场巡演。,655,164133,100,0,0
获得2个怪异蜡团,在卡兹阿加嗅探期间获得怪异蜡团。,656,164156,50,0,0
获得10个怪异蜡团,在卡兹阿加嗅探期间获得怪异蜡团。,657,164158,50,656,0
获得25个怪异蜡团,在卡兹阿加嗅探期间获得怪异蜡团。,658,164160,50,657,0
完成每周嗅探任务,,659,164164,50,0,0
完成卡兹阿加的嗅探活动,在卡兹阿加各个区域获得怪异蜡团。,660,164167,100,0,0
主机觉醒：击败10波敌人,在卡兹阿加的主机觉醒活动期间击败多波敌人。,661,164217,50,0,0
主机觉醒：击败20波敌人,在卡兹阿加的主机觉醒活动期间击败多波敌人。,662,164219,50,661,0
主机觉醒：击败40波敌人,在卡兹阿加的主机觉醒活动期间击败多波敌人。,663,164221,100,662,0
主机觉醒：完成“世界之魂：主机觉醒”。,在卡兹阿加完成任务“世界之魂：主机觉醒”。,664,164223,100,0,0
主机觉醒：打开库尔达斯的工具箱,在卡兹阿加的主机觉醒活动中打开库尔达斯的工具箱。,665,164225,100,0,0
在卡兹阿加击败稀有精英,,666,164227,100,0,0
获得100刻基,,667,164582,50,0,0
获得300刻基,,668,164584,50,667,0
完成“剧场巡演”,在卡兹阿加完成任务“剧场巡演”。,669,164689,100,0,0
在卡兹阿加击败一个世界首领,,670,165620,100,0,0
激活3个小型钥焰,在卡兹阿加激活小型钥焰。,671,165788,50,0,0
激活5个小型钥焰,在卡兹阿加激活小型钥焰。,672,165790,50,671,0
捐献30光耀残渣,捐献光耀残渣给任意钥焰。,673,165792,80,0,0
捐献130光耀残渣,捐献光耀残渣给任意钥焰。,674,165794,120,673,0
完成一次希尔海姆家族任务,,675,165802,80,0,0
完成“蛛魔的装置”,,676,165804,150,0,0
完成“世界之魂：散布圣光”,在卡兹阿加完成任务“世界之魂：散布圣光”。,677,165808,100,0,0
完成“世界之魂：契约”,在卡兹阿加完成任务“世界之魂：契约”。,678,165810,100,0,0
Loot Pact Treasures,在卡兹阿加搜刮纺崽秘藏、纪念珍宝或卡赫提挖掘场。,679,166829,100,0,0
完成契约谣言,在卡兹阿加完成契约谣言。,680,166831,100,0,0
搜刮蛛魔车队,在卡兹阿加搜刮一个蛛魔车队。,681,166833,100,0,0
获得神勇石,,682,166858,75,0,0
使用神勇石升级物品,,683,166860,75,0,0
完成每周采集任务,与多恩诺嘉尔铸炉园的采集专业技能训练师交谈。,684,166862,100,0,0
Hallow's End: Visit Candy Buckets in Khaz Algar,From {EventStartDate} - {EventEndDate} collect Handful of Treats from Candy Buckets in Khaz Algar.,685,167905,50,0,-50
