ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
1198,諾庫德進攻據點,在諾庫德氏族囚禁古老的鷹之靈「雍亞拉」後，內戰如野火般蔓延到整個雍亞拉平原。對其他氏族而言，雍亞拉不只是普通的鷹靈，而是女神。洪荒使者召喚出元素部隊，而死靈法師則役使著半人馬英雄的靈魂。面對敵人圍攻，其他莫魯克氏族決定團結起來。諾庫德的暴君「巴拉卡可汗」從遠處觀察敵情，發號施令。無情的敵人會持續進攻，直到部隊被擊潰為止。戰爭一觸即發。,2516,4742821,4742924,4746636,4742934,0,0,0
1199,奈薩魯斯堡,靜靜躺在黑曜龍堡之下的奈薩魯斯堡，是黑龍軍團的囤放財富之地，那裡也藏著他們舉世無雙的鑄造技術秘辛。當加拉登從沉睡中甦醒時，他們選擇奈薩魯斯堡作為發動攻勢的起點。他們想都沒想到奈薩魯斯堡內竟是如此荒蕪冷清，但也馬上將堡內秘密、以及黑曜龍堡的其餘地點全部據為己有。,2519,4742825,4742928,4746640,4742938,0,0,0
1200,洪荒化身牢獄,洪荒使者闖入了千年來用以囚禁洪荒化身的泰坦監獄。菈薩葛絲在裡面舉行了邪惡儀式，釋放了她的手足，這樣他們才能將泰坦的影響從這個世界上抹滅。為了終結這個威脅，艾澤拉斯的勇士必須襲擊這個堅不可摧的堡壘、突破他們的森嚴防禦。雖然許多人可能會死亡，然而戰敗即代表所有國度都會淪落到洪荒化身火與血的統治之中。,2522,4742828,4742931,4746643,4742941,0,0,0
1201,阿爾蓋薩學院,阿爾蓋薩學院過去曾是龍族傳授高等學識的地方。雖然它隨著巨龍群島休眠了多年，如今在朵拉苟莎院長的指導下已重新開放。在經歷了許多振奮人心的改變之後，阿爾蓋薩學院已煥然一新，目前正在尋找不限龍族，而是各種生物的學生，以及招募志願者來幫助學院回到往日氣氛熱絡的教學殿堂。每個來到阿爾蓋薩學院的人，肯定都能學到一些新東西。,2526,4742826,4742929,4746641,4742939,0,0,0
1202,晶紅生命之池,"晶紅生命之池是個神聖的地方，而且還是五個巨龍軍團的先祖巢穴。紅龍軍團致力於滋養所有生命，並保衛這些水池以及其中所有龍類的未來。

然而，菈薩葛絲與洪荒使者想要奪走他們的未來，並在生命之池中注入他們自己的力量。龍類想要存活的話，就必須阻止他們的邪惡計畫。",2521,4742824,4742927,4746639,4742937,0,0,0
1203,蒼藍密庫,很久以前，瑪里苟斯建造了蒼藍密庫，作為辛德拉苟莎編列、存放他尋獲的魔法神器的地方。在千年之前，密庫被封鎖、棄置，早已年久失修、破敗不堪，難以承受來自外部…與內部的攻擊。,2515,4742819,4742829,4746634,4742932,0,0,0
1204,灌注迴廊,灌注迴廊座落在提爾堡的深處。本身建造在遠古井水之上，守衛者提爾導引那些井水，將其注入紅龍的生命之池。如今巨龍群島再次甦醒，洪荒部隊入侵了這些迴廊。他們究竟是來破壞這個設施…還是來揭露提爾留下的秘密？,2527,4742823,4742926,4746638,4742936,0,0,0
1205,巨龍群島,巨龍群島的天空曾經滿布著五大軍團的龍族。但在數千年前，巨龍軍團離開這裡去保衛艾澤拉斯，以防世界受到威脅。但最近這座群島再次甦醒，呼喚長期外出的看顧者回到這裡。不過回來的不只有他們，有四位強大的元龍也同時抵達了群島，分別是地岩操弄者巴斯里隆、電能風暴主宰史珠那朗、火焰控制者巴祖爾、冰寒之主利斯卡諾絲。,2574,4742822,4742925,4746637,4742935,2,0,0
1206,諾庫德進攻據點,半人馬的內戰在平原各地爆發。巴拉卡可汗背叛他的族人，與洪荒部隊結盟，攻擊其他半人馬氏族及其綠龍盟友。風暴術師在戰場上召出元素生物，席卡弩砲則試圖驅離洪荒元龍。暴虐的巴拉卡捉住了風之女神「雍亞拉」。要是我們能打倒巴拉卡、救出女神，就能解放這片土地。,0,0,0,0,0,0,0,0
1207,『夢境希望』埃達希爾,埃達希爾在翡翠夢境中受到精心照料，順利開花並準備穿越到艾澤拉斯。但除非艾澤拉斯的勇士團結一致，迎戰菲拉卡和他的熔火盟友，否則新生世界樹的命運都將飽受威脅。菲拉卡可能會吞噬埃達希爾之心，讓整個世界陷入火海。,2549,5409260,5409261,5409263,5409262,0,0,0
1208,『朧影實驗場』亞貝魯斯,數千年以前，奈薩里奧創造了秘密實驗室亞貝魯斯，以便在此進行改造世界的實驗。這個實驗室最近被人再次發現，且立刻招來各方勢力的覬覦。為了取得大地守護者在此留下的強大力量，多方部隊對此處展開進攻。艾澤拉斯的勇士必須冒險深入暗影，確保奈薩里奧的黑暗力量不會落入有心人士的手裡。,2569,5149416,5149418,5149415,5149417,0,0,0
1209,恆龍黎明,青銅神殿已經沉睡無數歲月，等待著青銅龍軍團再次回歸的那一刻。儘管青銅龍再次進駐他們的神殿，邪惡勢力也正在試圖顛覆它。恆龍能夠掌控時間之道，並實現姆多茲諾崛起的結果嗎？艾澤拉斯的勇士必須冒險進入時間之河，確保未來還是一片光明。,2579,5221758,5221768,5221804,5222376,0,0,0
1210,暗焰裂縫,暗焰裂縫曾是一座豐饒的土靈礦坑，但最終，礦藏也逐漸枯竭。土靈機語者們紛紛離開此地，但過了一段時間後，狗頭人見有機可乘，便湧入此地。很快地，當地工人被一個名為蠟燭大王的暴君掌控，而這個體型高大的蠻王就這樣肆意壓榨這些工人。這個地方當然毫無開發價值。但唯一的機會，就是擊敗大王的恐怖手下，並釋放其中受到迫害的狗頭人。,2651,5912531,5912549,5912510,5912540,0,0,0
1267,聖焰隱修院,聖焰隱修院是為熱心的崇拜者建造的，讓他們有地方可以深思帝皇異象的奧秘。但侍僧們已經遠離了米雷達爾人民，並因為他們薄弱的信仰而蔑視他們。伊特娜‧布雷茲修女也因此請人協助幫助調查女院長莫普芮的聖所裡究竟隱藏著什麼秘密。,2649,5912533,5912551,5912512,5912542,0,0,0
1268,培育所,風暴駐營不只是風暴禿鼻鴉的家園和巢穴，也是風暴守衛貝格姆和風暴飛騎的陣營和總部所在地。數千年來，土靈的敵人從未攻破過風暴駐營。但不幸的是，當突破點來自內部時，要防守此地將變得更加困難。,2648,5912535,5912553,5912514,5912544,0,0,0
1269,石庫,機語者維護著一個名為石庫的地方，而這裡是一座毗鄰於甦醒會堂的設施。他們過去的領袖，虛無代言者埃里奇，近期因受到虛空腐化而被廢黜。當機械工在工作，而忠誠者在外頭巡邏的時候，埃里奇卻躲在他最狂熱的腐化追隨者身後。被隔離在泰坦隧道後面的他也經歷了可怕的轉變。為了確保他不會再次掌權，你必須迅速介入這件事。,2652,5912536,5912554,5912515,5912545,0,0,0
1270,破曉者號,阿拉希已經完成了他們旗艦「破曉者號」的建造。這艘全新的戰艦擁有強大的火力，可以在這場與阿茲-卡罕特的無盡戰爭中力挽狂瀾。船艦啟航儀式即將開始，鐵擊將軍也要求英勇的外來者到場見證這場歷史性的啟航儀式。,2662,5912534,5912552,5912513,5912543,0,0,0
1271,『回音之城』厄拉卡拉,蛛絲城的正下方是『回音之城』厄拉卡拉，也是過去廢棄城市的廢墟。安蘇芮克的勢力在那裡採集了足量的致命材料，以便在必要時讓整個奈幽蟲族子民都能獲得晉升…無論他們個人的意願為何。,2660,5912528,5912546,5912507,5912537,0,0,0
1272,燼釀酒莊,人事異動！燼釀酒莊是無縛土靈文化的要地，在溫布蘭特的帶領下，這家酒莊釀造出了一種所有土靈都喜歡的烈酒。然而，這家酒莊卻被哥布林企業家戈蒂‧貝倫巴特強硬收購，並以此處為出發點，開創了大規模生產燼釀蜜酒的新時代。,2661,5912529,5912547,5912508,5912538,0,0,0
1273,奈幽巴宮殿,奈幽巴宮殿就座落在阿茲-卡罕特王國的深處，安蘇芮克女王的王座也就在此處。安蘇芮克女王在霸政期間，死死掌控了她的蘇芮基追隨者，試圖引領他們走上黑暗之道，以展開嶄新未來。但她自身的多疑也招致了斷裂絲線成員以死相抗，試圖暗地推翻安蘇芮克的統治。,2657,5912532,5912550,5912511,5912541,0,0,0
1274,蛛絲城,在蛛絲城的深處有一座轉化場，那曾是一座奈幽蟲族進化的神聖大堂。現在這個地方被用來將「夠資格」的奈幽蟲族轉變為強大的晉升者。織絲者和輔臣將不惜一切代價，在整個阿茲-卡罕特被吞噬之前阻止這項儀式。,2669,5912530,5912548,5912509,5912539,0,0,0
1276,厄運之槌 - 扭木廣場,這座在數千年前建造完成，被用來存放卡多雷秘法奧秘的偉大埃德薩拉斯城市如今只剩下一堆廢墟，其中充滿著扭曲變形的力量。曾經為了爭奪控制厄運之槌腐化力量的集團之間現在訂下了不安定的休戰協議，不再想繼續戰鬥奪下整個厄運之槌，而只想能好好利用自己領地內的力量。,429,608161,608200,136333,608239,1,0,0
1277,厄運之槌 - 戈多克平民區,這座在數千年前建造完成，被用來存放卡多雷秘法奧秘的偉大埃德薩拉斯城市如今只剩下一堆廢墟，其中充滿著扭曲變形的力量。曾經為了爭奪控制厄運之槌腐化力量的集團之間現在訂下了不安定的休戰協議，不再想繼續戰鬥奪下整個厄運之槌，而只想能好好利用自己領地內的力量。,429,608161,608200,136333,608239,0,0,0
1278,卡茲阿爾加,卡茲阿爾加的地底近期遭逢了非同小可的劇變。在地心通途遭受破壞、奈幽蟲族蓄勢待發的當下，其他威脅也相繼現身。『休眠的保護者』寇達為了保衛多恩島從長眠中甦醒。在鳴響深淵，恐懼聚合體正靜靜地等待。聖落之地的水域因『無底深海怪物』舒萊而動盪起伏。在阿茲-卡罕特的深淵，深行者『破碎山脈』歐爾塔早已受到黑血的扭曲。,2774,5917062,5917063,5917061,5917064,2,0,0
1292,斯坦索姆 - 僕從入口,斯坦索姆曾經是北部羅德隆的一枚珠寶，但今天人們只記得它悲慘的壞滅過程。阿薩斯王子就是在此地背棄崇高的聖騎士烏瑟‧光明使者，並屠殺了無數被認為染有不死瘟疫的居民。從那時開始，被詛咒的斯坦索姆就被死亡、背叛與絕望所玷污。,329,608177,608216,136359,608255,1,0,0
1296,解放幽坑城,儘管集結的集團盡了最大的力量，但加斯特‧加里維克斯卻龜縮在加樂宮裡面，還找來任何欠他人情的人幫忙…這道障礙就擋在幽坑城哥布林和閃亮亮大王之間。加茲魯維和剩餘的哥布林必須找到進入賭場的路，並永遠脫離加里維克斯的掌控。,2769,6422377,6422411,6422371,6422409,0,0,32
1298,水閘行動,『剃刃』雷吉克探員領導著一項秘密任務，目標是滲入邪惡暗融在水力發電壩的邪惡計畫。這背後的瘋狂科學家必須遭到殲滅，才能截斷供給加里維克斯邪惡計畫的能源源頭。,2773,6422378,6422412,6422372,6422410,0,0,0
1301,黑石深淵,熾熱的黑石深淵是黑鐵矮人與其大帝達格蘭‧索瑞森的居住地。就像他的前任者一樣，他是『炎魔』拉格納羅斯鐵腕統治之下的奴僕。殘酷的拉格納羅斯是在幾世紀以前被召喚到這個世界來，混沌元素的出現吸引暮光之錘邪教徒到來。他們和拉格納羅斯的僕從一起將矮人們推向了毀滅之途，不久之後整個艾澤拉斯可能也難逃此劫。,2792,608157,608196,136326,608235,0,0,0
1310,澤克維爾巢穴,,0,0,0,0,0,0,0,0
