OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,採集草藥時，+$ev1點$en1。,124100,0,0,0,0
,,採集草藥時，+$ev1點$en1。,124101,0,0,0,0
,,學習一項你所選擇的次要專精。,124102,0,0,0,0
,,採集草藥時，+$ev1點$en1。,124103,0,0,0,0
,,- 在卡茲阿爾加收集草藥會補充1點精力。|n|n- 採集藥草時+$ev1點$en1。,124104,0,0,0,0
植物學,,專心學習卡茲阿爾加各類植物的科學知識，以及如何有效率地對其進行採集，在此專精中每投入1點，採集草藥時可獲得+$ev1點$en1。,124105,0,134913,0,0
堆肥處理,,,124106,0,133651,0,0
栽培,,,124107,0,464030,0,0
植物學,,研究在卡茲阿爾加及其周邊區域找到的各種植物及對其進行採集。,124108,0,134913,0,0
,,掌控你的秘法複製技能，在使用技能時額外生成一株草藥。,124109,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124110,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124111,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124112,0,0,0,0
,,大幅提高採集輻射草藥時的超載冷卻時間縮短量。,124113,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124114,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124115,0,0,0,0
,,採集輻射草藥時，+$ev1點$en1。,124116,0,0,0,0
,,降低採集輻射草藥時產生的擊退爆炸對你造成的影響。,124117,0,0,0,0
輻射,,掌控蘊藏在這些植物中的秘法能量，提高你對潛在能量的精通，並學會如何駕馭它。採集時，在此專精中每投入1點，獲得$ev1點$en1。,124118,0,5929746,0,0
,,你讓自己與魔法孢子同調，並可在受其影響時，看到偽裝的草藥。,124119,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124120,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124121,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124122,0,0,0,0
,,大幅提高採集注孢草藥時的超載冷卻時間縮短量。,124123,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124124,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124125,0,0,0,0
,,採集注孢草藥時，+$ev1點$en1。,124126,0,0,0,0
,,受魔法孢子影響時，你可以看到較不危險的幻覺。,124127,0,0,0,0
注孢,,加強你在卡茲阿爾加處理孢子草藥的能力，學習如何進一步利用其改變感知的特性。在此專精中每投入1點，採集孢子草藥時可獲得$ev1點$en1。,124128,0,5929761,0,0
,,你可以從透過超載變異草藥召出的生物身上獲得更多扭動樣本。,124129,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124130,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124131,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124132,0,0,0,0
,,大幅提高採集變異草藥時的超載冷卻時間縮短量。,124133,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124134,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124135,0,0,0,0
,,採集變異草藥時，+$ev1點$en1。,124136,0,0,0,0
,,你對變異草藥及其危險副作用的知識令你游刃有餘，降低它們對你造成的傷害。,124137,0,0,0,0
變異,,學習如何處理卡茲阿爾加地下深處的變異草藥，採集珍貴資源時可抵抗其危險的副作用。在此專精中每投入1點，採集變異草藥時可獲得$ev1點$en1。,124138,0,5929763,0,0
,,超載結晶草藥時，有一定機率使你獲得額外的晶化粉末。,124139,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124140,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124141,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124142,0,0,0,0
,,大幅提高採集結晶草藥時的超載冷卻時間縮短量。,124143,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124144,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124145,0,0,0,0
,,採集結晶草藥時，+$ev1點$en1。,124146,0,0,0,0
,,讓自己進一步與這片土地同調，每當你超載結晶草藥時，都能獲得返回的傳送門。,124147,0,0,0,0
結晶,,使自身適應卡茲阿爾加的結晶草藥，與它們的遠古魔法產生共鳴，在此專精中每投入1點，採集結晶草藥時可獲得+$ev1點$en1。,124148,0,5929744,0,0
,,你可額外使用一次$@spellname423395。,124149,443047,0,0,0
,,學習最後一項次要專精。,124150,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,124151,0,0,0,0
,,學習一項你所選擇的次要專精。,124152,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,124153,0,0,0,0
,,學習一項你所選擇的次要專精。,124154,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,124155,0,0,0,0
,,學習一項你所選擇的次要專精。,124156,0,0,0,0
,,學習如何$@spellname423395，如果你還不知道怎麼做，該技能可讓你將能量導入強化草藥來獲得額外的增益和效果。此外，每當你在卡茲阿爾加採集草藥，該技能的冷卻時間就會縮短。,124157,423395,0,0,0
地底超載,,卡茲阿爾加的當地人讓藥草進化並變成千變萬化的形態。致力研究這些不尋常的變異品種能讓你獲取更多特殊藥草，同時也能幫你減輕可能的副作用，並能在處理這些專業節點時使$en1+$ev1點。,124158,0,4554441,0,0
輻射,,,124159,0,5929746,0,0
注孢,,,124160,0,5929761,0,0
變異,,,124161,0,5929763,0,0
結晶,,,124162,0,5929744,0,0
地底超載,,專精於採集強化草藥，並將其超載以產生各種效果。,124163,0,4554441,0,0
,,你的感官變得更加敏銳，採集誘滴草時更容易找到空無蓮花。,124164,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124165,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124166,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124167,0,0,0,0
,,你的技法有一定機率額外產出誘滴草。,124168,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124169,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124170,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124171,0,0,0,0
,,採集誘滴草時，+$ev1點$en1。,124172,0,0,0,0
食肉植物鑒賞家,,精通於處理「誘滴草」這個在卡茲阿爾加洞窟裡不常見的食肉草藥。在此次要專精每投入1點，採集這種草藥時，獲得+$ev1點$en1。,124173,0,5525213,0,0
,,你的感官變得更加敏銳，採集祝綻花時更容易找到空無蓮花。,124174,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。,124175,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。 ,124176,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。,124177,0,0,0,0
,,你的技法有一定機率額外產出祝綻花。,124178,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。,124179,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。 ,124180,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。,124181,0,0,0,0
,,採集祝綻花時，+$ev1點$en1。,124182,0,0,0,0
賞花人,,培養你對卡茲阿爾加戶外的罕見花卉「祝綻花」的知識，在此次要專精中每投入1點，採集祝綻花時，獲得+$ev1點$en1。,124183,0,5525212,0,0
,,你的感官變得更加敏銳，採集錐頭草時更容易找到空無蓮花。,124184,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124185,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124186,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124187,0,0,0,0
,,你的技法有一定機率額外產出錐頭草。,124188,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124189,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124190,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124191,0,0,0,0
,,採集錐頭草時，+$ev1點$en1。,124192,0,0,0,0
錐頭草觀察者,,加深你對卡茲阿爾加洞窟裡的罕見異域草藥「錐頭草」的理解，在此次要專精中每投入1點，採集錐頭草時，獲得+$ev1點$en1。,124193,0,5536646,0,0
,,你的感官變得更加敏銳，採集真菌花時更容易找到空無蓮花。,124194,0,0,0,0
,,採集真菌花時，+$ev1點$en1。 ,124195,0,0,0,0
,,採集真菌花時，+$ev1點$en1。 ,124196,0,0,0,0
,,採集真菌花時，+$ev1點$en1。 ,124197,0,0,0,0
,,你的技法有一定機率額外產出真菌花。,124198,0,0,0,0
,,採集真菌花時，+$ev1點$en1。 ,124199,0,0,0,0
,,採集真菌花時，+$ev1點$en1。 ,124200,0,0,0,0
,,採集真菌花時，+$ev1點$en1。,124201,0,0,0,0
,,採集真菌花時，+$ev1點$en1。,124202,0,0,0,0
蘑菇採獵者,,培養你對卡茲阿爾加普通蘑菇「真菌花」的喜好，在此次要專精中每投入1點，採集真菌花時可獲得+$ev1點$en1。,124203,0,5525214,0,0
,,你的感官變得更加敏銳，採集阿拉索之矛時更容易找到空無蓮花。,124204,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。 ,124205,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。 ,124206,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。 ,124207,0,0,0,0
,,你的技法有一定機率額外產出阿拉索之矛。,124208,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。 ,124209,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。 ,124210,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。,124211,0,0,0,0
,,採集阿拉索之矛時，+$ev1點$en1。,124212,0,0,0,0
長矛拾荒者,,學習如何處理卡茲阿爾加戶外的罕見草藥「阿拉索之矛」，在此次要專精中每投入1點，採集阿拉索之矛時，獲得+$ev1點$en1。,124213,0,5536644,0,0
,,學習$@spellname438812，並解鎖最後一項次要專精。,124214,438812,0,0,0
,,學習一項你所選擇的次要專精。,124215,0,0,0,0
,,採集草藥時，+$ev1點$en1。,124216,0,0,0,0
,,學習一項你所選擇的次要專精。,124217,0,0,0,0
,,學習$@spellname438811。,124218,438811,0,0,0
,,學習一項你所選擇的次要專精。,124219,0,0,0,0
,,採集草藥時，+$ev1點$en1。 ,124220,0,0,0,0
,,學習一項你所選擇的次要專精。,124221,0,0,0,0
,,採集草藥時，+$ev1點$en1。,124222,0,0,0,0
豐盈收穫,,練習更有效率地發現、採集和儲存卡茲阿爾加草藥的嚴謹過程，採集時可獲得+$ev1點$en1。,124223,0,3615517,0,0
長矛拾荒者,,,124224,0,5536644,0,0
錐頭草觀察者,,,124225,0,5536646,0,0
蘑菇採獵者,,,124226,0,5525214,0,0
食肉植物鑒賞家,,,124227,0,5525213,0,0
賞花人,,,124228,0,5525212,0,0
豐盈收穫,,專精於採集可在卡茲阿爾加各地找到的草藥。,124229,0,3615517,0,0
,,,124230,440661,0,0,0
,,,124231,440669,0,0,0
,,,124232,440674,0,0,0
,,,124233,428940,0,0,0
,,,124235,440031,0,0,0
,,成為擅長發現稀有材料的大師，剝皮時，獲得+$ev1點$en1。,124643,0,0,0,0
,,剝皮時，+$ev1點$en1。,124644,0,0,0,0
,,剝皮時，+$ev1點$en1。,124645,0,0,0,0
,,剝皮時，+$ev1點$en1。,124646,0,0,0,0
,,剝皮時，+$ev1點$en1。,124647,0,0,0,0
,,剝皮時，+$ev1點$en1。,124648,0,0,0,0
,,剝皮時，+$ev1點$en1。,124649,0,0,0,0
,,剝皮時，+$ev1點$en1。,124650,0,0,0,0
,,提高從卡茲阿爾加的生物身上採集物種專屬材料的機率。,124651,0,0,0,0
戰利品奪取者,,學習如何辨別屬於特定生物物種的稀有材料，在此專精中每投入1點，在卡茲阿爾加剝皮時，獲得+$ev1點$en1。,124652,0,133296,0,0
,,獲得一次$@spellname442615的額外使用次數。,124653,442640,0,0,0
,,剝皮時，+$ev1點$en1。,124654,0,0,0,0
,,$@spellname442615的冷卻時間恢復速度提高25%。,124655,442639,0,0,0
,,剝皮時，+$ev1點$en1。,124656,0,0,0,0
,,使用$@spellname442615時可獲得額外的精良肉品。,124657,0,0,0,0
,,剝皮時，+$ev1點$en1。,124658,0,0,0,0
,,$@spellname442615的冷卻時間恢復速度提高15%。,124659,442637,0,0,0
,,剝皮時，+$ev1點$en1。,124660,0,0,0,0
,,學會$@spellname442615這個長冷卻時間的技能。習得技能後必能從你下一個剝皮的生物上獲取更多肉。,124661,442615,0,0,0
切肉專家,,學習切肉所需的技術和技藝。在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得$ev1點$en1。,124662,0,1698637,0,0
,,學習製作$@spellname442648。,124663,442648,0,0,0
,,剝皮時，+$ev1點$en1。,124664,0,0,0,0
,,學習製作$@spellname442647。,124665,442647,0,0,0
,,剝皮時，+$ev1點$en1。,124666,0,0,0,0
,,學習製作$@spellname442646。,124667,442646,0,0,0
,,剝皮時，+$ev1點$en1。,124668,0,0,0,0
,,學習製作$@spellname442645。,124669,442645,0,0,0
,,剝皮時，+$ev1點$en1。,124670,0,0,0,0
,,學習製作$@spellname442644。,124671,442644,0,0,0
釣友,,磨練製作各種釣餌的技術，對釣起特定的魚種有所幫助。此外，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得$ev1點$en1。,124672,0,1379246,0,0
,,剝皮時，你有機率找到形狀怪異的胃。裡面到底裝著些什麼？,124673,0,0,0,0
,,剝皮時，+$ev1點$en1。,124674,0,0,0,0
,,學習最後一項次要專精。,124675,0,0,0,0
,,剝皮時，+$ev1點$en1。,124676,0,0,0,0
,,學習一項你所選擇的次要專精，並在剝皮時獲得$ev1點$en1。,124677,0,0,0,0
,,剝皮時，+$ev1點$en1。,124678,0,0,0,0
,,學習一項你所選擇的次要專精。,124679,0,0,0,0
,,剝皮時，+$ev1點$en1。,124680,0,0,0,0
,,剝皮時，+$ev1點$en1。,124681,0,0,0,0
採集,,訓練你採集的技術，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得+$ev1點$en1。,124682,0,464119,0,0
戰利品奪取者,,,124683,0,133296,0,0
切肉專家,,,124684,0,1698637,0,0
釣友,,,124685,0,1379246,0,0
採集,,專精於採集獨特材料，供許多專業技能使用。,124686,0,464119,0,0
,,學習如何將扭動樣本注入你的標準誘餌。,124687,442651,0,0,0
,,剝皮時，+$ev1點$en1。,124688,0,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124689,0,0,0,0
,,剝皮時，+$ev1點$en1。,124690,0,0,0,0
,,學習如何將淡綠孢子注入你的標準誘餌。,124691,442650,0,0,0
,,剝皮時，+$ev1點$en1。,124692,0,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124693,0,0,0,0
,,剝皮時，+$ev1點$en1。,124694,0,0,0,0
,,學習如何將晶化粉末注入你的標準誘餌。,124695,442649,0,0,0
優秀灌注者,,學習如何將在卡茲阿爾加找到的材料注入你的誘餌，使你可在引誘而來的生物身上收集到額外的材料。此外，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得$ev1點$en1。,124696,0,136027,0,0
,,你已經學會如何引誘卡茲阿爾加難以捉摸的生物了。你現在可以製作$@spellname442655，以在特定位置召喚一個強大的生物。除此之外，你還可以召喚躲藏在特定位置的稀有生物。,124697,442655,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124698,0,0,0,0
,,剝皮時，+$ev1點$en1。,124699,0,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124700,0,0,0,0
,,你的技術增長了。現在你可以在卡茲阿爾加引誘難以捉摸的精英生物。,124701,0,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124702,0,0,0,0
,,剝皮時，+$ev1點$en1。,124703,0,0,0,0
,,稍微提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124704,0,0,0,0
,,提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124705,0,0,0,0
熟練追蹤者,,磨練你引誘大型獵物的技術。此外，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得$ev1點$en1。,124706,0,236183,0,0
,,對精英和稀有生物進行剝皮時，加倍提高剝皮時的難以捉摸的生物誘餌冷卻時間縮短量。,124707,0,0,0,0
,,剝皮時，+$ev1點$en1。,124708,0,0,0,0
,,學習最後一項次要專精。,124709,0,0,0,0
,,剝皮時，+$ev1點$en1。,124710,0,0,0,0
,,學習製作$@spellname442654，讓你能引誘所有可剝皮的無主野獸到你身邊。,124711,442654,0,0,0
,,剝皮時，+$ev1點$en1。,124712,0,0,0,0
,,學習一項你所選擇的次要專精。,124713,0,0,0,0
,,剝皮時，+$ev1點$en1。,124714,0,0,0,0
,,學會製作$@spellname442652。你可以把它們放在卡茲阿爾加的戶外，來引誘躲起來又難以捉摸的生物。,124715,442652,0,0,0
誘引,,提升你的剝皮效率，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得+$ev1點$en1。,124716,0,134026,0,0
優秀灌注者,,,124717,0,136027,0,0
熟練追蹤者,,,124718,0,236183,0,0
誘引,,專精於製造特殊的誘餌，引誘出難以捉摸的卡茲阿爾加生物。,124719,0,134026,0,0
,,學習$@spellname440943。,124720,440943,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124721,0,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124722,0,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124723,0,0,0,0
,,學習$@spellname440942。,124724,440942,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124725,0,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124726,0,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124727,0,0,0,0
,,在剝皮甲殼生物時，+$ev1點$en1。,124728,0,0,0,0
凝結甲殼,,強化你剝下鱗片的能力，在此專精中每投入1點，對卡茲阿爾加的甲殼類生物進行剝皮時，獲得+$ev1點$en1。,124729,0,5929557,0,0
,,學習$@spellname440938。,124730,440938,0,0,0
,,對具皮革生物剝皮時，+$EV1點$EN1。,124731,0,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124732,0,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124733,0,0,0,0
,,學習$@spellname440937。,124734,440937,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124735,0,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124736,0,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124737,0,0,0,0
,,對具皮革生物剝皮時，+$ev1點$en1。,124738,0,0,0,0
奢華皮革,,獲得受卡茲阿爾加毛皮生物喜愛的能力，在此專精中每投入1點，在卡茲阿爾加剝皮毛皮生物時可獲得+$ev1點$en1。,124739,0,5929562,0,0
,,獲得$@spellname440977的第三次使用次數。,124740,442630,0,0,0
,,剝皮時，+$ev1點$en1。,124741,0,0,0,0
,,學習如何進一步強化毛皮，將其從|A:Professions-Icon-Quality-Tier2-Small:20:20|a精煉成|A:Professions-Icon-Quality-Tier3-Small:20:20|a。此外，學習最後一項次要專精。,124742,440934,0,0,0
,,剝皮時，+$ev1點$en1。,124743,0,0,0,0
,,獲得$@spellname440977的第二次使用次數。,124744,442626,0,0,0
,,剝皮時，+$ev1點$en1。,124745,0,0,0,0
,,學習如何強化低品質毛皮，將其從|A:Professions-Icon-Quality-Tier1-Small:20:20|a精煉成|A:Professions-Icon-Quality-Tier2-Small:20:20|a。此外，學習最後一項次要專精。,124746,440929,0,0,0
,,剝皮時，+$ev1點$en1。,124747,0,0,0,0
,,學會$@spellname440977這個長冷卻時間的技能。習得技能後必能從你下一個剝皮的阿爾加生物上獲取一張獸皮或甲殼。,124748,440977,0,0,0
鞣製,,提升你從生物身上採集一般材料的能力，在此專精中每投入1點，在卡茲阿爾加剝皮時可獲得+$ev1點$en1。,124749,0,4046656,0,0
凝結甲殼,,,124750,0,5929557,0,0
奢華皮革,,,124751,0,5929562,0,0
鞣製,,提升你的整體剝皮技術，學習如何採集、準備和儲存各種可從卡茲阿爾加生物身上採集到的一般材料。,124752,0,4046656,0,0
,,,124753,440031,0,0,0
,,,124754,440116,0,0,0
,,,124755,439901,0,0,0
,,,124756,440995,0,0,0
,,,124757,440993,0,0,0
,,,124758,440992,0,0,0
,,,125023,441257,0,0,0
,,,125024,441219,0,0,0
,,,125025,441181,0,0,0
,,,125028,441250,0,0,0
,,,125029,0,132310,0,0
,,,125030,441250,0,0,0
,,,125031,441359,0,0,0
,,,125032,441398,0,0,0
,,,125033,441415,0,0,0
,,,125034,439851,0,0,0
,,- 製作護甲片和材料時，+$EV1點$EN1。|n|n - 製作護甲片和材料時，+$ev2點$en2。|n|n- 專注製作護甲片和材料時，使用的專注降低$ev3%。,125540,0,0,0,0
,,製作護甲片和材料時，+$EV1點$EN1。,125541,0,0,0,0
,,製作護甲片和材料時，+$EV1點$EN1。,125542,0,0,0,0
,,製作護甲片和材料時，+$EV1點$EN1。,125543,0,0,0,0
,,製作護甲片和材料時，+$EV1點$EN1。,125544,0,0,0,0
,,製作護甲片和材料時，+$EV1點$EN1。,125545,0,0,0,0
,,解鎖製作護甲片與材料時的最後加工材料欄位。,125546,0,0,0,0
無瑕縫紉,,精通製作護甲片、材料和其他消耗品的手藝，在此次要專精中每投入1點，製作護甲片和材料時可獲得+$ev1點$en1。,125547,0,5929566,0,0
,,- 製作專業技能裝備時，+$EV1點$EN1。|n|n - 製作專業技能裝備時，+$ev2點$en2。|n|n- 專注製作專業技能裝備時，使用的專注降低$ev3%。,125548,0,0,0,0
,,製作專業技能裝備時，+$EV1點$EN1。,125549,0,0,0,0
,,製作專業技能裝備時，+$EV1點$EN1。,125550,0,0,0,0
,,製作專業技能裝備時，+$EV1點$EN1。,125551,0,0,0,0
,,製作專業技能裝備時，+$EV1點$EN1。,125552,0,0,0,0
,,製作專業技能裝備時，+$EV1點$EN1。,125553,0,0,0,0
,,製作專業技能裝備時，+$ev1點$en1。,125554,0,0,0,0
史詩套裝,,學習如何為自己和工匠夥伴製造出最優良的專業技能裝備，在此次要專精中每投入1點，製作專業技能裝備時可獲得+$ev1點$en1。,125555,0,4615798,0,0
,,- 製作野獸壁壘時，+$EV1點$EN1。|n|n - 製作野獸壁壘時，+$ev2點$en2。|n|n- 專注製作野獸壁壘時，使用的專注降低$ev3%。,125556,0,0,0,0
,,製作野獸物品時，+$EV1點$EN1。,125557,0,0,0,0
,,製作野獸物品時，+$EV1點$EN1。,125558,0,0,0,0
,,製作野獸物品時，+$EV1點$EN1。,125559,0,0,0,0
,,製作野獸物品時，+$EV1點$EN1。,125560,0,0,0,0
,,製作野獸物品時，+$EV1點$EN1。,125561,0,0,0,0
,,學習製作$@spellname443951和$@spellname443961。,125562,443951,0,0,0
野獸壁壘,,研究卡茲阿爾加的生物，根據你的見聞寫出全新的著作，在此次要專精中每投入1點，製作野獸物品時，獲得+$ev1點$en1。,125563,0,1029741,0,0
,,- 製作奈幽物品時，+$EV1點$EN1。|n|n - 製作奈幽物品時，+$ev2點$en2。|n|n- 專注製作奈幽物品時，使用的專注降低$ev3%。,125564,0,0,0,0
,,製作奈幽物品時，+$EV1點$EN1。,125565,0,0,0,0
,,製作奈幽物品時，+$EV1點$EN1。,125566,0,0,0,0
,,製作奈幽物品時，+$EV1點$EN1。,125567,0,0,0,0
,,製作奈幽物品時，+$EV1點$EN1。,125568,0,0,0,0
,,製作奈幽物品時，+$EV1點$EN1。,125569,0,0,0,0
,,學習製作$@spellname441461。,125570,441461,0,0,0
奈幽常識,,駕馭奈幽蟲族的製作風格，將扭曲的力量注入製造出的物品，在此次要專精中每投入1點，製作奈幽物品時，獲得+$ev1點$en1。,125571,0,5929558,0,0
,,- 製作阿拉希物品時，+$EV1點$EN1。|n|n - 製作阿拉希物品時，+$ev2點$en2。|n|n- 專注製作阿拉希物品時，使用的專注降低$ev3%。,125572,0,0,0,0
,,製作阿拉希物品時，+$EV1點$EN1。,125573,0,0,0,0
,,製作阿拉希物品時，+$EV1點$EN1。,125574,0,0,0,0
,,製作阿拉希物品時，+$EV1點$EN1。,125575,0,0,0,0
,,製作阿拉希物品時，+$EV1點$EN1。,125576,0,0,0,0
,,製作阿拉希物品時，+$EV1點$EN1。,125577,0,0,0,0
,,學習製作$@spellname441460。,125578,441460,0,0,0
阿拉希護甲商,,學習阿拉希的製作手藝，運用他們的技藝製造出特殊護甲，在此次要專精中每投入1點，製作阿拉希物品時，獲得+$ev1點$EN1。,125579,0,1033487,0,0
,,- 製作特殊物品時，+$EV1點$EN1。|n|n - 學習最後一項次要專精。,125580,0,0,0,0
,,- 製作特殊物品時，+$EV1點$EN1。|n|n - 學習一項你所選擇的次要專精。,125581,0,0,0,0
,,解鎖一項你所選擇的次要專精。,125582,0,0,0,0
,,製作特殊物品時，+$EV1點+$EN1。|n|n- 學習一項你所選擇的次要專精。,125583,0,0,0,0
,,解鎖一項你所選擇的次要專精。,125584,0,0,0,0
,,製作特殊物品時，+$EV1點$EN1。,125585,0,0,0,0
,,製作特殊物品時，+$EV1點$EN1。,125586,0,0,0,0
無暇專長,,學習如何製作卡茲阿爾加的特殊物品，在此專精中每投入1點，獲得+$ev1點$EN1。,125587,0,4635270,0,0
無瑕縫紉,,,125588,0,5929566,0,0
史詩套裝,,,125589,0,4615798,0,0
野獸壁壘,,,125590,0,1029741,0,0
奈幽常識,,,125591,0,5929558,0,0
阿拉希護甲商,,,125592,0,1033487,0,0
無暇專長,,精通卡茲阿爾加的技藝，製造出超越普通護甲的特殊物品。,125593,0,4635270,0,0
,,製作材料時，複數製造最多額外賦予$ev1%數量。,125648,0,0,0,0
,,製作消耗品和材料時，+$ev1點$en1。,125649,0,0,0,0
,,製作消耗品時，複數製造最多額外賦予$ev1%數量。,125650,0,0,0,0
,,製作消耗品和材料時，+$ev1點$en1。,125651,0,0,0,0
,,製作材料時，複數製造最多額外賦予$ev1%數量。,125652,0,0,0,0
,,製作消耗品和材料時，+$ev1點$en1。,125653,0,0,0,0
,,製作消耗品時，複數製造最多額外賦予$ev1%數量。,125654,0,0,0,0
勤奮創新,,磨練你製造更多消耗品和材料的技術，在此專精中每投入1點，製作消耗品和材料時可獲得+$ev1點$en1。,125655,0,3528459,0,0
,,精妙突破會返還額外$EV1%消耗在製作製皮圖樣上的專注。,125656,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125657,0,0,0,0
,,精妙突破會返還額外$EV1%消耗在製作製皮圖樣上的專注。,125658,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125659,0,0,0,0
,,精妙突破會返還額外$EV1%消耗在製作製皮圖樣上的專注。,125660,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125661,0,0,0,0
,,精妙突破會返還額外$EV1%消耗在製作製皮圖樣上的專注。,125662,0,0,0,0
絕對專注,,強化你的精妙，在此專精中每投入1點，精妙突破會返還額外$ev1%消耗的專注。,125663,0,4635252,0,0
,,製作製皮圖樣時，精明額外返還+$ev1%材料。,125664,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125665,0,0,0,0
,,製作製皮圖樣時，精明額外返還+$ev1%材料。,125666,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125667,0,0,0,0
,,製作製皮圖樣時，精明額外返還+$ev1%材料。,125668,0,0,0,0
,,製作製皮圖樣時，+$ev1點$en1。,125669,0,0,0,0
,,製作製皮圖樣時，精明額外返還+$ev1%材料。,125670,0,0,0,0
禁止浪費,,提升你的技藝，減少材料的浪費，在此專精中每投入1點，可獲得+$ev1點$en1。,125671,0,4635277,0,0
,,製皮製作速度提高+$ev1。|n|n製作製皮圖樣時，+$ev2點$en2和+$ev3點$en3。,125672,0,0,0,0
,,學習最後一項次要專精。,125673,0,0,0,0
,,磨練你的專注，專注製作製皮圖樣時，使用量降低$ev1%。,125674,0,0,0,0
,,學習一項你所選擇的次要專精。,125675,0,0,0,0
