ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
冬幕節：殺死可惡的格林奇(殺兩次以防萬一),在{EventStartDate}-{EventEndDate}期間，在希爾斯布萊德丘陵擊殺可惡的格林奇兩次。,476,149911,50,0,-100
[DNT] Complete World Quests during World Quest Bonus Week,[DNT] From {EventStartDate} - {EventEndDate} complete world quests.,477,149857,50,0,0
最後高漲：完成任務,在{EventStartDate}-{EventEndDate}期間，完成可獲得經驗值而非瑣碎(低等級)的任務。,478,149923,150,0,0
最後高漲：完成世界任務,在{EventStartDate}-{EventEndDate}期間完成世界任務。,479,149925,150,0,0
完成「不合群的龍」故事線,在翡翠夢境與怒西昂談話來開始這個故事線。,483,150035,50,0,0
夜精靈：完成傳承護甲故事線,以夜精靈角色完成下列傳承護甲任務：,484,150069,100,0,0
獲得職業等級,升級任一角色。,486,150278,50,0,0
獲得職業等級,升級任一角色。,487,149723,50,0,0
冬幕節：玩你的冬幕節禮物,在{EventStartDate}-{EventEndDate}期間，玩你或其他人的新玩具，並獲得總計100個疊層。,489,151021,200,0,-100
參加雪球大戰,使用雪球命中其他玩家，或被其他玩家打中！雪球可以向主城中的燻木牧場商人購買。,491,151329,25,0,0
使用青銅龍旗幟玩具,在巨龍群島上使用青銅龍旗幟玩具。,492,151369,50,0,0
使用銅牌騎師獎旗玩具，並對諾茲多姆使用「/揮手」表情指令,使用銅牌騎師獎旗玩具，並對沃卓肯的諾茲多姆使用「/揮手」表情指令。,493,151372,50,0,0
使用永恆沙漏玩具,在巨龍群島的時光合流使用永恆沙漏玩具。,494,151374,50,0,0
對青銅時空守衛助手使用「/強壯」,對青銅時空守衛助手使用「/強壯」表情指令。,495,151392,25,0,0
在希利蘇斯贏得5場寵物對戰,,496,151396,100,0,0
在飛龍騎術競賽期間使用青銅計時器。,,497,151400,25,0,0
甲蟲的呼喚：殺死一個巨像,在{EventStartDate}-{EventEndDate}期間，在希利蘇斯殺死一個巨像。,498,151404,50,0,-10
甲蟲的呼喚：在各個巢穴中殺死一個巨像,在{EventStartDate}-{EventEndDate}期間，在希利蘇斯的各個異種蠍巢穴中殺死一個巨像。,499,151408,100,0,-11
甲蟲的呼喚：對敵對陣營的玩家使用「/嘲諷」表情指令,在{EventStartDate}-{EventEndDate}期間，在希利蘇斯對敵對陣營的玩家使用「/嘲諷」表情指令。,500,151412,25,0,-9
外域杯：完成5條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與外域的青銅時空守衛者交談。,501,151414,100,0,0
外域杯：完成10條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與外域的青銅時空守衛者交談。,502,151416,150,501,0
外域杯：完成20條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與外域的青銅時空守衛者交談。,503,151418,200,502,0
最終爆發：通關《巨龍崛起》地城,在{EventStartDate}-{EventEndDate}期間通關《巨龍崛起》地城。,504,151511,150,0,0
暗月馬戲團：贏得1場遊樂場遊戲,在4/6-4/12期間，在暗月島上贏得1場下列遊樂場遊戲。,505,151640,50,0,0
暗月馬戲團：贏得5場遊樂場遊戲,在4/6-4/12期間，在暗月島上贏得5場下列遊樂場遊戲。,506,151642,100,505,0
在翡翠夢境贏得5場寵物對戰,,507,151646,100,0,0
獲得職業等級,升級任一角色。,508,151650,50,0,0
在埃達希爾使用表情指令「/考慮」,在翡翠夢境的埃達希爾使用表情指令「/考慮」。,509,151652,25,0,0
在翡翠夢境中擊殺生物,在巨龍群島上的翡翠夢境擊殺可獲得經驗值的生物。,510,151658,100,0,0
完成時間大冒險者故事線,在薩爪祖斯的時光合流與諾茲多姆交談來開始「穿梭時間之中」任務。,511,151660,200,0,0
暗月馬戲團：在暗月島使用持久不滅的暗月煙火玩具。,在3/2-3/8期間，在暗月島使用持久不滅的暗月煙火玩具。,512,151686,25,0,0
在翡翠夢境中殺死玩家,,513,151688,50,0,0
甲蟲的呼喚：完成希利蘇斯紅塵,在{EventStartDate}-{EventEndDate}期間，在希利蘇斯完成希利蘇斯紅塵世界任務。,514,151833,50,0,-5
甲蟲的呼喚：捐獻戰爭物資,在{EventStartDate}-{EventEndDate}期間，為希利蘇斯捐獻戰爭物資3次。,515,151923,100,0,-6
完成青銅雛龍任務,在沃卓肯的幼鱗托育所完成青銅雛龍任務。,516,151957,100,0,0
使用靜滯之沙玩具,在巨龍群島的時光合流使用靜滯之沙玩具。,517,151982,50,0,0
通關1個追隨者地城,,518,152017,50,0,0
通關5個追隨者地城,,519,152023,150,518,0
完成收復吉爾尼斯故事線,與暴風城的吉恩‧葛雷邁恩或銀松森林的卡莉雅‧米奈希爾交談來開始這個故事線。,520,153375,150,0,0
完成5個艾澤拉斯文庫世界任務,在巨龍群島完成艾澤拉斯文庫世界任務。,521,153597,50,0,0
完成15個艾澤拉斯文庫世界任務,在巨龍群島完成艾澤拉斯文庫世界任務。,522,153609,150,521,0
對補給官亞歷絲塔使用表情指令「/揮手」,在阿爾蓋薩學院對補給官亞歷絲塔使用表情指令「/揮手」。,523,153611,50,0,0
完成一次艾澤拉斯文庫重大挖掘,在巨龍群島完成一次艾澤拉斯文庫重大挖掘。,524,153632,50,0,0
完成5個艾澤拉斯文庫重大挖掘,在巨龍群島完成艾澤拉斯文庫重大挖掘。,525,153634,150,524,0
以可愛寵物贏得一場寵物對戰,以尋心蛾、傳播者或相思鳥寶寶贏得一場寵物對戰。,526,154011,50,0,0
以全部三隻可愛寵物贏得一場寵物對戰。,以尋心蛾、傳播者和相思鳥寶寶贏得一場寵物對戰。,527,154013,100,526,0
獲得10點專業技能知識點數,獲得任何製作或採集類專業技能的巨龍群島知識。,528,154015,50,0,0
獲得25點專業技能知識點數,獲得任何製作或採集類專業技能的巨龍群島知識。,529,154027,100,528,0
在戰爭模式下完成15個世界任務,,530,154039,50,0,0
巨龍群島鍊金術：發現配方,作為鍊金師，透過實驗發現新的巨龍群島配方。,531,154041,50,0,0
體驗《巨龍崛起》的事件,完成一次時間裂隙、集體盛宴和繁盛綻放事件。,532,154043,100,0,0
愛就在身邊：完成全部6個每日任務,在{EventStartDate}-{EventEndDate}期間，完成下列所有每日任務：,533,154051,100,0,0
愛就在身邊：完成「王冠化學製藥公司」故事線,在{EventStartDate}-{EventEndDate}期間，完成下列所有任務：,534,154061,100,0,0
愛就在身邊：贊助工匠聯盟,在{EventStartDate}-{EventEndDate}期間，在禮品盛會大規模贊助工匠聯盟。,535,154065,25,0,0
愛就在身邊：得到真正的解放,在{EventStartDate}-{EventEndDate}期間，在擁有「疏解壓力的禮物」任務時，透過攻擊假人堆疊250層的「排解沮喪」。,536,154067,50,0,0
愛就在身邊：對玩家丟擲玫瑰花瓣,在{EventStartDate}-{EventEndDate}期間，對下列每一個職業丟擲一把玫瑰花瓣：,537,154069,50,0,0
愛就在身邊：戴著玫瑰發射粉紅光爆,在{EventStartDate}-{EventEndDate}期間，戴著來自禮品盛會的染色玫瑰，發射5發粉紅光爆。,538,154083,25,0,0
愛就在身邊：愛自己,在{EventStartDate}-{EventEndDate}期間，以三種不同的方式完成「療癒自我的禮物」。,539,154085,100,0,0
新年節慶：完成保存月光任務,在{EventStartDate}-{EventEndDate}期間，到月光林地和麥蕊兒‧月綻談話以開始任務。,540,154089,50,0,0
新年節慶：獲得長者的月亮石,在{EventStartDate}-{EventEndDate}期間參加新年節慶，在艾澤拉斯的長者給的幸運紅包袋內找到一個長者的月亮石。,541,154091,50,0,0
新年節慶：獲得10個長者的月亮石,在{EventStartDate}-{EventEndDate}期間參加新年節慶，在艾澤拉斯的長者給的幸運紅包袋內找到10個長者的月亮石。,542,154093,150,541,0
新年節慶：吃點心並發射鞭炮,在{EventStartDate}-{EventEndDate}期間吃新年節慶點心並發射節慶鞭炮。,543,154095,25,0,0
暗月馬戲團：贏得1場遊樂場遊戲,在10/6-10/12期間，在暗月島上贏得1場下列遊樂場遊戲。,544,154101,50,0,0
暗月馬戲團：贏得5場遊樂場遊戲,在10/6-10/12期間，在暗月島上贏得5場下列遊樂場遊戲。,545,154105,100,544,0
使用各種角色類型通關追隨者地城,以坦克、治療者和傷害輸出角色類型通關追隨者地城。,546,154140,100,0,0
以牧師、薩滿或德魯伊獲得10級,,547,154146,100,0,0
重新點燃瑪卓薩斯的火盆,完成瑪卓薩斯的「呼叫勇士」世界任務。,548,154148,25,0,0
貿易站週年慶：在貿易站購買一個新的塑形,,549,154150,25,0,0
貿易站週年慶：玩你的新玩具,使用下列貿易站的去年目錄中的任一玩具：,550,154152,25,0,0
貿易站週年慶：以貿易站寵物在寵物對戰中獲勝,使用至少一隻在貿易站去年目錄中的寵物贏得寵物對戰。,551,154156,50,0,0
貿易站週年慶：以食物和跳舞慶祝,吃哥布林燴肉和使用D.I.S.C.O.玩具。,552,154158,25,0,0
愛就在身邊：在景點野餐,在{EventStartDate}-{EventEndDate}期間，於每個景點傳送門的目標景點共享浪漫野餐籃。,553,154162,50,0,0
主辦餘燼宴會,身為汎希爾誓盟的一員，在罪殞城找工頭平指交談來解鎖餘燼宴會。,554,154196,50,0,0
主辦5場餘燼宴會,身為汎希爾誓盟的一員，在罪殞城找工頭平指交談來解鎖餘燼宴會。,555,154198,100,554,0
穿戴冠冕、禮帽或單邊鏡片的時候自拍,在暴風城和亞芮艾爾‧快閃或在奧格瑪和薇薇卡‧星攝交談來取得自拍相機。,556,154204,25,0,0
展現教養,飲用下列茶飲：,557,154206,50,0,0
在蘇拉瑪爾完成任務,,558,154214,100,0,0
在盛裝打扮的狀態下決鬥獲勝,穿戴冠冕、禮帽或單邊鏡片的時候在決鬥中擊敗另一名玩家。,559,154218,25,0,0
盛裝打扮的時候決鬥獲勝5次,穿戴冠冕、禮帽或單邊鏡片的時候在決鬥中擊敗另一名玩家。,560,154220,50,559,0
向你的競技場對手使用「/鞠躬」,,561,154222,25,0,0
頂級旅人,在飛行管理員和其他運輸服務花費25枚金幣,562,154224,25,0,0
製作|A:Professions-Icon-Quality-Tier3-Small:16:16|a巨龍崛起寶石,,563,154226,50,0,0
釣起群島錢幣,,564,154228,50,0,0
以術士、法師或聖騎士獲得10級,,565,154233,100,0,0
以人形生物贏得3場PvP寵物對戰,,566,154235,75,0,0
品嚐晶紅盛宴的精緻美食,品嚐沃卓肯晶紅盛宴的5種料理。,567,154237,25,0,0
完成卡拉贊的西洋棋事件,,568,154258,75,0,0
告訴你的地城追隨者「/幹得好」,在追隨者地城對追隨者使用表情符號「/幹得好」,569,154260,25,0,0
穿上全套禮服從阿爾蓋薩學院畢業,穿上禮服夾克、襯衣和束褲擊敗朵拉苟莎的回音。,570,154262,50,0,0
在眾星之廷對時髦的貴族使用「/鞠躬」或使用「/屈膝」,,571,154264,25,0,0
暗月馬戲團：購買貴族服裝或穿著服裝使用「/強壯」,在3/3-3/9期間，向卻斯特購買一件貴族服裝，或穿上整套貴族服裝對卻斯特使用表情指令「/強壯」。,572,154267,75,0,0
在爐石戰記10週年慶期間，擊敗威茲邦,在{EventStartDate}-{EventEndDate}期間，在暴風城、奧格瑪或沃卓肯擊敗威茲邦。,573,154270,25,0,0
在爐石戰記10週年慶期間，擊敗威茲邦5次,在{EventStartDate}-{EventEndDate}期間，在暴風城、奧格瑪或沃卓肯擊敗威茲邦。,574,154272,50,573,0
在爐石戰記10週年慶期間，擊敗威茲邦15次,在{EventStartDate}-{EventEndDate}期間，在暴風城、奧格瑪或沃卓肯擊敗威茲邦。,575,154274,100,574,0
暗月馬戲團：得知你的機運,在4/6-4/12期間，在暗月島收下賽吉的占卜。,576,154288,25,0,0
北裂境杯：完成5條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,577,156751,100,0,0
北裂境杯：完成10條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,578,156753,150,577,0
北裂境杯：完成20條飛龍騎術賽道,在{EventStartDate}-{EventEndDate}期間，與北裂境的青銅時空守衛者交談。,579,156755,200,578,0
貴族花園：完成2個每日任務,在{EventStartDate}-{EventEndDate}期間，完成貴族花園每日任務。,580,156760,50,0,0
貴族花園：完成6個每日任務,在{EventStartDate}-{EventEndDate}期間，完成貴族花園每日任務。,581,156762,50,580,0
貴族花園：完成鴨子故事線,在{EventStartDate}-{EventEndDate}期間，與閃金鎮的吉倪亞‧布魯克斯或剃刀嶺的希娜莉雅‧旅焰交談來開始這個故事線。,582,156764,50,0,0
貴族花園：擊敗戴坦‧迅羽,在{EventStartDate}-{EventEndDate}期間，擊敗戴坦‧迅羽。,583,156801,50,0,0
貴族花園：完成12個每日任務,在{EventStartDate}-{EventEndDate}期間，完成貴族花園每日任務。,584,156777,50,581,0
貴族花園：穿著春日狂歡者系列，通關1個《巨龍崛起》地城,在{EventStartDate}-{EventEndDate}期間，穿著春日狂歡者禮服、春日狂歡者遮陽帽或春日狂歡者裝束，通關1個巨龍崛起地城。,585,156779,50,0,0
偽裝成薊葉妖精對守衛使用「/小雞」表情指令,在薊葉枝條的效果下對著暴風城衛兵或奧格瑪蠻兵使用「/鞠躬」表情指令。,586,156856,100,0,-40
暗月馬戲團：獲取5張暗月獎品券,在4/6-4/12期間，在暗月馬戲團獲取暗月獎品券。,588,156858,75,0,0
暗月馬戲團：完成力量試煉,在11/3-11/9期間，前往暗月島，完成「力量試煉」任務。,589,156861,125,0,0
暗月馬戲團：擊敗馴獸師,在5/5-5/11期間，在暗月島上擊敗大師級馴獸師。,590,156864,75,0,0
德萊尼：完成傳承護甲故事線,以德萊尼角色完成下列傳承護甲任務：,591,156867,100,0,0
食人妖：完成傳承護甲故事線,以暗矛食人妖角色完成下列傳承護甲任務：,592,156884,100,0,0
完成獵殺先驅者故事線,完成下列任務：,593,156908,100,0,0
潘達利亞：混搭再造：完成5個每日任務,透過時光奔走者完成每日任務。,594,156978,50,0,0
潘達利亞：混搭再造：完成10個每日任務,透過時光奔走者完成每日任務。,595,156982,50,594,0
潘達利亞：混搭再造：完成20個每日任務,透過時光奔走者完成每日任務。,596,156984,100,595,0
"潘達利亞：混搭再造：獲得1,000枚青銅幣",透過時光奔走者獲得青銅幣。,597,157016,50,0,0
"潘達利亞：混搭再造：獲得12,000枚青銅幣",透過時光奔走者獲得青銅幣。,598,157018,150,597,0
"潘達利亞：混搭再造：獲得25,000枚青銅幣",透過時光奔走者獲得青銅幣。,599,157020,150,598,0
潘達利亞：混搭再造：完成恆龍戰役,完成下列任務：,600,157022,50,0,0
潘達利亞：混搭再造：提升10個職業等級,升級任一時光奔走者角色。,601,157029,50,0,0
潘達利亞：混搭再造：提升30個職業等級,升級任一時光奔走者角色。,602,157035,100,601,0
潘達利亞：混搭再造：升級 2 個物品,,603,157037,50,0,0
潘達利亞：混搭再造：升級 5 個物品,,604,157039,50,603,0
擊敗10個《巨龍崛起》團隊副本首領,,605,0,200,0,0
在卡茲阿爾加完成PvP世界任務,,606,157127,100,0,0
在卡茲阿爾加全境獲得聲望,,607,157129,70,0,0
最後高漲：通關地心之戰地城,在{EventStartDate}-{EventEndDate}期間，通關地心之戰地城。,608,157138,150,0,0
完成5次探究,,609,157151,50,645,0
對特洛古斯裂隙的博學者奧姆里克使用「/揮手」,對特洛古斯裂隙的博學者奧姆里克使用表情指令「/揮手」,610,157200,50,0,0
完成「做自己」故事線,完成下列任務：,611,157202,200,0,0
暗月馬戲團：在暗月島釣起物品,在6/2-6/8期間，在暗月島釣起物品,612,157210,75,0,0
在千針石林或荊棘谷海角以貼地飛掠恢復飛龍騎術活力,,613,157212,100,0,0
在沃卓肯使用釣魚椅和繽紛的海灘椅。,在沃卓肯使用玩具「釣魚椅」和「繽紛的海灘椅」。,614,157262,75,0,0
暗月馬戲團：試用蘿娜‧綠齒的「商品」,在7/7-7/13期間，消耗蘿娜‧綠齒的食物和商品。,616,157305,50,0,0
暗月馬戲團：對跳舞熊珂琳使用「/跳舞」,在7/7-7/13期間，對暗月島的跳舞熊珂琳使用表情指令「/跳舞」。,617,157309,50,0,0
潘達利亞：混搭再造：對翠玉林的伊特努斯使用「/坐下」,透過時光奔走者對翠玉林的伊特努斯使用表情指令「/坐下」。,618,157311,50,0,0
潘達利亞：混搭再造：完成3個事件、地城或團隊副本,,619,157316,100,0,0
仲夏火焰節慶：完成2個每日任務,在{EventStartDate}-{EventEndDate}期間，完成仲夏火焰節慶每日任務。,620,157507,50,0,0
仲夏火焰節慶：完成5個每日任務,在{EventStartDate}-{EventEndDate}期間，完成仲夏火焰節慶每日任務。,621,157519,50,620,0
仲夏火焰節慶：完成7個每日任務,在{EventStartDate}-{EventEndDate}期間，完成仲夏火焰節慶每日任務。,622,157531,50,621,0
被超強勁水流衝擊,短時間內連續多次受到超強勁水流衝擊器的衝擊。,623,157543,75,0,0
成為超強勁水流衝擊大師,短時間內連續多次用超強勁水流衝擊器衝擊某人。,624,157635,75,0,0
打開澤斯克拉密庫的門,在澤斯克拉密庫中，使用澤斯克拉密庫鑰匙開門。,625,157668,100,0,0
在鼴鼠人洞穴中拾取1個寶箱,在扎拉萊克洞窟與鼴鼠人夥伴一起探索洞穴時，拾取1個寶箱。,626,157670,75,0,0
在「遭攻擊的研究員」中擊殺生物,在扎拉萊克洞窟的德瑞卡哲拉廢墟，在「遭攻擊的研究員」中擊殺生物。,627,157673,75,0,0
暗月馬戲團：騎乘沙池虎,在8/4-8/10期間，前往暗月島，騎乘沙池虎。,628,161823,50,0,0
暗月馬戲團：騎乘暗月陸行鳥,在8/4-8/10期間，前往暗月島，騎乘暗月陸行鳥。,629,161825,50,0,0
體驗一個《巨龍崛起》的事件,完成一個時間裂隙、集體盛宴或繁盛綻放事件。,630,161830,75,0,0
潘達利亞：混搭再造：對畢達哥勒斯使用「/強壯」,以時光奔走者的身分對畢達哥勒斯使用表情指令「/強壯」。,631,161837,25,0,0
璀璨回音：收集100個殘存記憶,從艾澤拉斯各處的璀璨回音上收集殘存記憶。,632,163091,100,0,0
璀璨回音：收集1000個殘存記憶,從艾澤拉斯各處的璀璨回音上收集殘存記憶。,633,163093,100,632,0
璀璨回音：收集5000個殘存記憶,從艾澤拉斯各處的璀璨回音上收集殘存記憶。,634,163095,100,633,0
"璀璨回音：收集10,000個殘存記憶",從艾澤拉斯各處的璀璨回音上收集殘存記憶。,635,163097,100,634,0
璀璨回音：擊敗1個璀璨記憶,擊敗艾澤拉斯各處的璀璨記憶。,636,163101,100,0,0
璀璨回音：擊敗5個璀璨記憶,擊敗艾澤拉斯各處的璀璨記憶。,637,163103,100,636,0
璀璨回音：擊敗10個璀璨記憶,擊敗艾澤拉斯各處的璀璨記憶。,638,163105,100,637,0
璀璨回音：擊敗15個璀璨記憶,擊敗艾澤拉斯各處的璀璨記憶。,639,163107,150,638,0
璀璨回音：擊敗記憶中的炎魔,,640,163109,150,0,0
璀璨回音：擊敗記憶中的奧妮克希亞,,641,163111,150,0,0
璀璨回音：擊敗記憶中的巫妖王,,642,163113,150,0,0
,,643,0,150,0,0
在卡茲阿爾加擊敗馴獸師,在卡茲阿爾加擊敗2名馴獸師。,644,163885,100,0,0
完成一次探究,,645,163960,50,0,0
完成10次探究,,646,163962,50,609,0
在卡茲阿爾加擊敗精英寵物,在卡茲阿爾加擊敗2隻精英寵物,647,163967,100,0,0
捕獲一隻優秀品級戰寵,在卡茲阿爾加捕獲一隻優秀品級戰寵。,648,163972,50,0,0
捕獲一隻晦影聚合體戰寵,在聖落之地捕獲晦影聚合體。,649,163976,100,0,0
完成1齣劇團劇碼,在卡茲阿爾加完成1齣劇團劇碼。,650,163978,50,0,0
完成5齣劇團劇碼,在卡茲阿爾加完成劇團劇碼。,651,163980,50,650,0
完成10齣劇團劇碼,在卡茲阿爾加完成劇團劇碼。,652,163982,50,651,0
對舞台經理胡蓓塔使用「/鞠躬」表情指令,對多恩島舞臺的舞台經理胡蓓塔使用「/鞠躬」表情指令。,653,163997,30,0,0
對劇團演員使用「/鞠躬」表情指令,對多恩島舞臺的艾兒瑪、溫蒂琳、拉巴安與伯克哈特使用「/鞠躬」表情指令。,654,163999,30,0,0
完成所有劇團劇碼,在卡茲阿爾加完成所有劇團劇碼。,655,164133,100,0,0
獲得2個奇怪的蠟塊,在卡茲阿爾加嗅聞時獲得奇怪的蠟塊。,656,164156,50,0,0
獲得10個奇怪的蠟塊,在卡茲阿爾加嗅聞時獲得奇怪的蠟塊。,657,164158,50,656,0
獲得25個奇怪的蠟塊,在卡茲阿爾加嗅聞時獲得奇怪的蠟塊。,658,164160,50,657,0
完成一個每週嗅聞任務,,659,164164,50,0,0
在卡茲阿爾加完成嗅聞事件,在卡茲阿爾加各個區域獲得奇怪的蠟塊。,660,164167,100,0,0
甦醒機械：擊退10波敵人,在卡茲阿爾加的甦醒機械事件中擊退一波波的敵人。,661,164217,50,0,0
甦醒機械：擊退20波敵人,在卡茲阿爾加的甦醒機械事件中擊退一波波的敵人。,662,164219,50,661,0
甦醒機械：擊退40波敵人,在卡茲阿爾加的甦醒機械事件中擊退一波波的敵人。,663,164221,100,662,0
甦醒機械：完成「世界之魂：甦醒機械」,在卡茲阿爾加完成「世界之魂：甦醒機械」任務。,664,164223,100,0,0
甦醒機械：開啟庫達斯的工具箱,在卡茲阿爾加的甦醒機械事件期間開啟庫達斯的工具箱。,665,164225,100,0,0
在卡茲阿爾加擊敗精英稀有怪,,666,164227,100,0,0
獲得100個卡吉,,667,164582,50,0,0
獲得300個卡吉,,668,164584,50,667,0
完成「劇團」,在卡茲阿爾加完成「劇團」任務。,669,164689,100,0,0
擊敗一名卡茲阿爾加世界首領,,670,165620,100,0,0
啟動3個低階鑰炎,在卡茲阿爾加啟動低階鑰炎。,671,165788,50,0,0
啟動5個低階鑰炎,在卡茲阿爾加啟動低階鑰炎。,672,165790,50,671,0
貢獻30個輻光殘骸,為任一鑰炎貢獻輻光殘骸。,673,165792,80,0,0
貢獻130個輻光殘骸,為任一鑰炎貢獻輻光殘骸。,674,165794,120,673,0
完成一個西爾海姆家族任務,,675,165802,80,0,0
完成「奈幽裝置」,,676,165804,150,0,0
完成「世界之魂：散布光芒」,在卡茲阿爾加完成「世界之魂：散布光芒」任務。,677,165808,100,0,0
「世界之魂：締結合約」已完成,在卡茲阿爾加完成「世界之魂：締結合約」任務。,678,165810,100,0,0
搜刮合約寶藏,在卡茲阿爾加搜刮小織蛛儲藏箱、記憶寶藏或卡罕提挖掘場。,679,166829,100,0,0
完成契約傳聞,在卡茲阿爾加完成契約傳聞。,680,166831,100,0,0
搜刮一個奈幽蟲族商隊,在卡茲阿爾加搜刮一個奈幽蟲族商隊。,681,166833,100,0,0
獲得勇氣石,,682,166858,75,0,0
使用勇氣石升級物品,,683,166860,75,0,0
完成每週採集任務,在多恩諾加的熔爐地，與採集類專業技能訓練師交談。,684,166862,100,0,0
萬鬼節：走訪卡茲阿爾加的糖果桶,在{EventStartDate}-{EventEndDate}期間，從卡茲阿爾加的糖果桶收集一把糖果。,685,167905,50,0,-50
以非喚能師的半龍人獲得10級,,686,168562,100,0,0
完成「上吧，去冒險！」,創建一名非喚能師的半龍人，完成任務「上吧，去冒險！」。,687,168564,100,0,0
週年慶：完成3個週年慶任務,在{EventStartDate}-{EventEndDate}期間，完成世界上的週年慶任務。,688,168656,20,0,0
週年慶：完成10個週年慶任務,在{EventStartDate}-{EventEndDate}期間，完成世界上的週年慶任務。,689,168658,80,688,0
週年慶：完成20個週年慶任務,在{EventStartDate}-{EventEndDate}期間，完成世界上的週年慶任務。,690,168660,100,689,0
週年慶：敲響移位的甲蟲之鑼。,在{EventStartDate}-{EventEndDate}期間，敲響移位的甲蟲之鑼。,691,168662,10,0,0
週年慶：擊敗5個週年慶世界首領,在{EventStartDate}-{EventEndDate}期間，擊敗週年慶世界首領。,692,168664,50,0,0
週年慶：擊敗15個週年慶世界首領,在{EventStartDate}-{EventEndDate}期間，擊敗週年慶世界首領。,693,168666,100,692,0
週年慶：參與故事4次,在{EventStartDate}-{EventEndDate}期間，參與博學行者阿洲講述的故事。,694,168668,20,0,0
週年慶：參與故事10次,在{EventStartDate}-{EventEndDate}期間，參與博學行者阿洲講述的故事。,695,168670,20,694,0
週年慶：參與故事20次,在{EventStartDate}-{EventEndDate}期間，參與博學行者阿洲講述的故事。,696,168672,60,695,0
週年慶：完成黑石深淵團隊副本,在{EventStartDate}-{EventEndDate}期間，完成黑石深淵團隊副本。,697,168674,50,0,0
週年慶：完成5次黑石深淵團隊副本,在{EventStartDate}-{EventEndDate}期間，完成黑石深淵團隊副本。,698,168676,100,697,0
週年慶：完成克羅米的寶典事件,在{EventStartDate}-{EventEndDate}期間，完成克羅米的寶典事件。,699,168678,50,0,0
週年慶：完成5次克羅米的寶典事件,在{EventStartDate}-{EventEndDate}期間，完成克羅米的寶典事件。,700,168680,100,699,0
週年慶：聆聽故事,在{EventStartDate}-{EventEndDate}期間，聆聽博學行者阿洲講述的故事。,701,168682,20,0,0
週年慶：聆聽3個故事,在{EventStartDate}-{EventEndDate}期間，聆聽博學行者阿洲講述的故事。,702,168684,80,701,0
週年慶：完成「緬思時刻」,在{EventStartDate}-{EventEndDate}期間，在塔納利斯完成任務「緬思時刻」。,703,168686,10,0,0
週年慶：完成「緬思時刻」4次,在{EventStartDate}-{EventEndDate}期間，在塔納利斯完成任務「緬思時刻」。,704,168689,40,703,0
週年慶：使用傳送門3次,在{EventStartDate}-{EventEndDate}期間，在塔納利斯使用大頭貼機附近的傳送門前往3個地點。,705,168692,20,0,0
週年慶：擊敗3名馴獸師,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地擊敗馴獸師。,706,168694,50,0,0
週年慶：擊敗9名馴獸師,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地擊敗馴獸師。,707,168696,50,706,0
週年慶：使用1個相應的坐騎,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的坐騎狂熱事件中使用相應的坐騎。,708,168709,10,0,0
週年慶：使用5個相應的坐騎,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的坐騎狂熱事件中使用相應的坐騎。,709,168711,40,708,0
週年慶：使用10個相應的坐騎,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的坐騎狂熱事件中使用相應的坐騎。,710,168713,100,709,0
週年慶：投下5票,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的時尚狂亂事件中投票。,711,168715,10,0,0
週年慶：投下10票,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的時尚狂亂事件中投票。,712,168717,40,711,0
週年慶：投下15票,在{EventStartDate}-{EventEndDate}期間，在塔納利斯節慶場地的時尚狂亂事件中投票。,713,168719,100,712,0
時光漫遊：在卡林多和東部王國採集草藥、礦石、獸皮或釣魚,在{EventStartDate}-{EventEndDate}期間，在卡林多和東部王國採集草藥、礦石、獸皮或釣魚。,714,168725,100,0,0
時光漫遊：在卡林多和東部王國完成任務,在{EventStartDate}-{EventEndDate}期間，在卡林多和東部王國完成任務。,715,168729,100,0,0
時光漫遊：完成1次艾澤拉斯時光漫遊地城,在{EventStartDate}-{EventEndDate}期間，完成艾澤拉斯時光漫遊地城。,716,168731,25,0,0
時光漫遊：完成5次艾澤拉斯時光漫遊地城,在{EventStartDate}-{EventEndDate}期間，完成艾澤拉斯時光漫遊地城。,717,168739,100,716,0
時光漫遊：擊敗艾澤拉斯馴獸師,在{EventStartDate}-{EventEndDate}期間，擊敗以下其中3個卡林多和東部王國大師級馴獸師：,718,168747,100,0,0
週年慶：完成3個艾澤拉斯秘聞,在{EventStartDate}-{EventEndDate}期間，完成艾澤拉斯秘聞。,719,168783,20,0,0
